text,original_label,label,event_type
Book combines reflection.,plausible,1,"{'sen_id': 1487, 'sentence': 'Book combines reflection.', 'predicted_mentions': [{'sentence_offset': [5, 13], 'trigger_words': 'combines', 'trigger_confidence': 0.9612705111503601, 'event_type': {'xpo_node': 'DWD_Q504635', 'name': 'crossover', 'description': 'term applied to musical works or performers combining two or more genres'}, 'event_confidence': 0.9834209084510803}]}"
Decree approves desert.,implausible,1,"{'sen_id': 1488, 'sentence': 'Decree approves desert.', 'predicted_mentions': [{'sentence_offset': [7, 15], 'trigger_words': 'approves', 'trigger_confidence': 0.967843234539032, 'event_type': {'xpo_node': 'DWD_Q29526855', 'name': 'approval', 'description': 'process of giving effect to documentation in international law'}, 'event_confidence': 0.9847450852394104}]}"
Girl observes basin.,implausible,1,"{'sen_id': 1489, 'sentence': 'Girl observes basin.', 'predicted_mentions': [{'sentence_offset': [5, 13], 'trigger_words': 'observes', 'trigger_confidence': 0.8066893815994263, 'event_type': {'xpo_node': 'DWD_Q1521337', 'name': 'naturalistic_observation', 'description': 'observation of a subject in its natural habitat without any manipulation by the observer'}, 'event_confidence': 0.9282127618789673}]}"
Agent seizes phone.,plausible,1,"{'sen_id': 1490, 'sentence': 'Agent seizes phone.', 'predicted_mentions': []}"
Voter approves secession.,plausible,0,"{'sen_id': 1491, 'sentence': 'Voter approves secession.', 'predicted_mentions': [{'sentence_offset': [0, 5], 'trigger_words': 'Voter', 'trigger_confidence': 0.7130206227302551, 'event_type': {'xpo_node': 'DWD_Q189760', 'name': 'voting', 'description': 'method for a group such as a meeting or an electorate to make a decision or express an opinion'}, 'event_confidence': 0.9430361986160278}, {'sentence_offset': [6, 14], 'trigger_words': 'approves', 'trigger_confidence': 0.9794248342514038, 'event_type': {'xpo_node': 'DWD_Q29526855', 'name': 'approval', 'description': 'process of giving effect to documentation in international law'}, 'event_confidence': 0.9861336350440979}, {'sentence_offset': [15, 24], 'trigger_words': 'secession', 'trigger_confidence': 0.8901443481445312, 'event_type': {'xpo_node': 'DWD_Q687031', 'name': 'secession', 'description': 'act of withdrawing from an organization, union, military alliance or especially a political entity'}, 'event_confidence': 0.979132354259491}]}"
Courthouse elevates type.,implausible,1,"{'sen_id': 1492, 'sentence': 'Courthouse elevates type.', 'predicted_mentions': [{'sentence_offset': [11, 19], 'trigger_words': 'elevates', 'trigger_confidence': 0.9698343873023987, 'event_type': {'xpo_node': 'DWD_Q15032', 'name': 'steganography', 'description': 'art and science of writing hidden messages'}, 'event_confidence': 0.8382048010826111}]}"
Success reiterates golfer.,implausible,1,"{'sen_id': 1493, 'sentence': 'Success reiterates golfer.', 'predicted_mentions': []}"
Pitcher leads league.,plausible,1,"{'sen_id': 1494, 'sentence': 'Pitcher leads league.', 'predicted_mentions': []}"
Team wins game.,plausible,1,"{'sen_id': 1495, 'sentence': 'Team wins game.', 'predicted_mentions': []}"
Dissolution falls attention.,implausible,0,"{'sen_id': 1496, 'sentence': 'Dissolution falls attention.', 'predicted_mentions': []}"
Person recovers damage.,plausible,1,"{'sen_id': 1497, 'sentence': 'Person recovers damage.', 'predicted_mentions': [{'sentence_offset': [7, 15], 'trigger_words': 'recovers', 'trigger_confidence': 0.980221152305603, 'event_type': {'xpo_node': 'DWD_Q85029384', 'name': 'recovery', 'description': 'return of a lost or stolen item to its owners'}, 'event_confidence': 0.7980830669403076}, {'sentence_offset': [16, 22], 'trigger_words': 'damage', 'trigger_confidence': 0.9131642580032349, 'event_type': {'xpo_node': 'DWD_Q920600', 'name': 'urban_renewal', 'description': 'program of land redevelopment in cities, often where there is urban decay'}, 'event_confidence': 0.867786169052124}]}"
Map shows boundary.,plausible,1,"{'sen_id': 1498, 'sentence': 'Map shows boundary.', 'predicted_mentions': []}"
Authority applies brand.,plausible,1,"{'sen_id': 1499, 'sentence': 'Authority applies brand.', 'predicted_mentions': [{'sentence_offset': [10, 17], 'trigger_words': 'applies', 'trigger_confidence': 0.9627251029014587, 'event_type': {'xpo_node': 'DWD_Q592230', 'name': 'technoscience', 'description': 'human application of technology and modern scientific methods'}, 'event_confidence': 0.982901930809021}]}"
Abstraction kicks peanut.,implausible,0,"{'sen_id': 1500, 'sentence': 'Abstraction kicks peanut.', 'predicted_mentions': [{'sentence_offset': [12, 17], 'trigger_words': 'kicks', 'trigger_confidence': 0.9170389175415039, 'event_type': {'xpo_node': 'DWD_Q370150', 'name': 'headbutt', 'description': 'attack using the head'}, 'event_confidence': 0.7282209992408752}]}"
Conspiracy threatens city.,plausible,1,"{'sen_id': 1501, 'sentence': 'Conspiracy threatens city.', 'predicted_mentions': [{'sentence_offset': [11, 20], 'trigger_words': 'threatens', 'trigger_confidence': 0.9662667512893677, 'event_type': {'xpo_node': 'DWD_Q1520311', 'name': 'violent_crime', 'description': 'crime in which an offender uses or threatens force upon a victim'}, 'event_confidence': 0.9594533443450928}]}"
Replica stiffens house.,implausible,1,"{'sen_id': 1502, 'sentence': 'Replica stiffens house.', 'predicted_mentions': [{'sentence_offset': [8, 16], 'trigger_words': 'stiffens', 'trigger_confidence': 0.6823719143867493, 'event_type': {'xpo_node': 'DWD_Q3716064', 'name': 'stiffening', 'description': 'method of increasing rigidity and structural integrity of materials or objects'}, 'event_confidence': 0.8669418096542358}]}"
Bar spins spirit.,implausible,1,"{'sen_id': 1503, 'sentence': 'Bar spins spirit.', 'predicted_mentions': [{'sentence_offset': [4, 9], 'trigger_words': 'spins', 'trigger_confidence': 0.9434359669685364, 'event_type': {'xpo_node': 'DWD_Q16605451', 'name': 'spin', 'description': 'form of propaganda in public relations'}, 'event_confidence': 0.8416498303413391}]}"
Bandleader chooses member.,plausible,1,"{'sen_id': 1504, 'sentence': 'Bandleader chooses member.', 'predicted_mentions': [{'sentence_offset': [11, 18], 'trigger_words': 'chooses', 'trigger_confidence': 0.9518842101097107, 'event_type': {'xpo_node': 'DWD_Q12888920', 'name': 'choice', 'description': 'act of judging the merits of multiple options and selecting one or more of them'}, 'event_confidence': 0.9499173760414124}]}"
Version foresees theologian.,implausible,0,"{'sen_id': 1505, 'sentence': 'Version foresees theologian.', 'predicted_mentions': [{'sentence_offset': [8, 16], 'trigger_words': 'foresees', 'trigger_confidence': 0.9665886163711548, 'event_type': {'xpo_node': 'DWD_Q1043197', 'name': 'divination', 'description': 'attempt to gain insight into a question or situation by way of an occultic, standardized process or ritual'}, 'event_confidence': 0.9265391230583191}]}"
Guard revolves gentleman.,implausible,1,"{'sen_id': 1506, 'sentence': 'Guard revolves gentleman.', 'predicted_mentions': []}"
Onset extracts incentive.,implausible,0,"{'sen_id': 1507, 'sentence': 'Onset extracts incentive.', 'predicted_mentions': [{'sentence_offset': [6, 14], 'trigger_words': 'extracts', 'trigger_confidence': 0.7590880393981934, 'event_type': {'xpo_node': 'DWD_Q1427096', 'name': 'immunotherapy', 'description': 'therapy to elicit or amplify an immune response'}, 'event_confidence': 0.8250859975814819}]}"
Band establishes place.,plausible,1,"{'sen_id': 1508, 'sentence': 'Band establishes place.', 'predicted_mentions': [{'sentence_offset': [5, 16], 'trigger_words': 'establishes', 'trigger_confidence': 0.9464117884635925, 'event_type': {'xpo_node': 'DWD_Q11398090', 'name': 'creation', 'description': 'process during which something comes into being and gains its characteristics'}, 'event_confidence': 0.9757288098335266}]}"
Inventory confirms user.,implausible,1,"{'sen_id': 1509, 'sentence': 'Inventory confirms user.', 'predicted_mentions': [{'sentence_offset': [10, 18], 'trigger_words': 'confirms', 'trigger_confidence': 0.9147012233734131, 'event_type': {'xpo_node': 'DWD_Q188613', 'name': 'confirmation', 'description': 'sacrament where baptism is confirmed in several Christian denominations'}, 'event_confidence': 0.9176475405693054}]}"
Effect demonstrates expectation.,plausible,1,"{'sen_id': 1510, 'sentence': 'Effect demonstrates expectation.', 'predicted_mentions': [{'sentence_offset': [7, 19], 'trigger_words': 'demonstrates', 'trigger_confidence': 0.9188738465309143, 'event_type': {'xpo_node': 'DWD_Q4157632', 'name': 'product_demonstration', 'description': 'demonstration of a product to potential customers or others'}, 'event_confidence': 0.9557145833969116}]}"
Convent secretes energy.,implausible,1,"{'sen_id': 1511, 'sentence': 'Convent secretes energy.', 'predicted_mentions': [{'sentence_offset': [8, 16], 'trigger_words': 'secretes', 'trigger_confidence': 0.7716608643531799, 'event_type': {'xpo_node': 'DWD_Q84230', 'name': 'secretion', 'description': 'controlled release of a substance by a cell or a tissue'}, 'event_confidence': 0.8143808245658875}]}"
Corps reworks turban.,implausible,0,"{'sen_id': 1512, 'sentence': 'Corps reworks turban.', 'predicted_mentions': []}"
Newspaper breaks story.,plausible,1,"{'sen_id': 1513, 'sentence': 'Newspaper breaks story.', 'predicted_mentions': [{'sentence_offset': [10, 16], 'trigger_words': 'breaks', 'trigger_confidence': 0.5580971240997314, 'event_type': {'xpo_node': 'DWD_Q28777323', 'name': 'breakdown', 'description': 'damage or breakage event that compromises the functioning of a system or a machine'}, 'event_confidence': 0.9187799692153931}]}"
Phase obeys goat.,implausible,0,"{'sen_id': 1514, 'sentence': 'Phase obeys goat.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'obeys', 'trigger_confidence': 0.9717485904693604, 'event_type': {'xpo_node': 'DWD_Q1456974', 'name': 'obedience', 'description': 'yielding to instructions from an authority figure'}, 'event_confidence': 0.9782692790031433}]}"
Traveler publishes impression.,plausible,1,"{'sen_id': 1515, 'sentence': 'Traveler publishes impression.', 'predicted_mentions': [{'sentence_offset': [9, 18], 'trigger_words': 'publishes', 'trigger_confidence': 0.9868130087852478, 'event_type': {'xpo_node': 'DWD_Q3972943', 'name': 'publishing', 'description': 'process of production and dissemination of literature, music, or information'}, 'event_confidence': 0.9632110595703125}]}"
Asterisk denotes member.,plausible,1,"{'sen_id': 1516, 'sentence': 'Asterisk denotes member.', 'predicted_mentions': []}"
Decision instructs patriotism.,implausible,1,"{'sen_id': 1517, 'sentence': 'Decision instructs patriotism.', 'predicted_mentions': [{'sentence_offset': [9, 18], 'trigger_words': 'instructs', 'trigger_confidence': 0.7302019596099854, 'event_type': {'xpo_node': 'DWD_Q4390239', 'name': 'counseling', 'description': 'act of therapy, coaching, advising, guiding, and listening, often in the psychological domain'}, 'event_confidence': 0.9143980145454407}]}"
Career reestablishes chicken.,implausible,1,"{'sen_id': 1518, 'sentence': 'Career reestablishes chicken.', 'predicted_mentions': []}"
Bacterium consumes sugar.,plausible,0,"{'sen_id': 1519, 'sentence': 'Bacterium consumes sugar.', 'predicted_mentions': [{'sentence_offset': [10, 18], 'trigger_words': 'consumes', 'trigger_confidence': 0.9836898446083069, 'event_type': {'xpo_node': 'DWD_Q192270', 'name': 'consumption', 'description': 'purchase and use of goods and services'}, 'event_confidence': 0.9804270267486572}]}"
Proliferation surmounts dignity.,implausible,1,"{'sen_id': 1520, 'sentence': 'Proliferation surmounts dignity.', 'predicted_mentions': []}"
Success establishes reputation.,plausible,1,"{'sen_id': 1521, 'sentence': 'Success establishes reputation.', 'predicted_mentions': [{'sentence_offset': [8, 19], 'trigger_words': 'establishes', 'trigger_confidence': 0.9278551936149597, 'event_type': {'xpo_node': 'DWD_Q11398090', 'name': 'creation', 'description': 'process during which something comes into being and gains its characteristics'}, 'event_confidence': 0.9782042503356934}]}"
Company announces plan.,plausible,1,"{'sen_id': 1522, 'sentence': 'Company announces plan.', 'predicted_mentions': [{'sentence_offset': [8, 17], 'trigger_words': 'announces', 'trigger_confidence': 0.9531278610229492, 'event_type': {'xpo_node': 'DWD_Q567303', 'name': 'announcement', 'description': 'printed, spoken, or published statement or notice of an event or other news'}, 'event_confidence': 0.9920073747634888}]}"
Variation pours piano.,plausible,0,"{'sen_id': 1523, 'sentence': 'Variation pours piano.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Variation', 'trigger_confidence': 0.7437210083007812, 'event_type': {'xpo_node': 'DWD_Q16920157', 'name': 'variation', 'description': 'spontaneous or deliberate alteration of information sequences or properties'}, 'event_confidence': 0.9318066239356995}]}"
Candidate overruns floodlight.,implausible,0,"{'sen_id': 1524, 'sentence': 'Candidate overruns floodlight.', 'predicted_mentions': []}"
Software shakes sample.,implausible,1,"{'sen_id': 1525, 'sentence': 'Software shakes sample.', 'predicted_mentions': [{'sentence_offset': [16, 22], 'trigger_words': 'sample', 'trigger_confidence': 0.5344460606575012, 'event_type': {'xpo_node': 'DWD_Q49906', 'name': 'sample', 'description': 'set of data collected and/or selected from a statistical population by a defined procedure'}, 'event_confidence': 0.9500933885574341}]}"
Contribution depicts picture.,plausible,0,"{'sen_id': 1526, 'sentence': 'Contribution depicts picture.', 'predicted_mentions': [{'sentence_offset': [13, 20], 'trigger_words': 'depicts', 'trigger_confidence': 0.9658340811729431, 'event_type': {'xpo_node': 'DWD_Q1166770', 'name': 'depiction', 'description': 'presentation of facts or concepts through images or other media'}, 'event_confidence': 0.9411857724189758}]}"
Person flies type.,plausible,0,"{'sen_id': 1527, 'sentence': 'Person flies type.', 'predicted_mentions': [{'sentence_offset': [7, 12], 'trigger_words': 'flies', 'trigger_confidence': 0.7713735699653625, 'event_type': {'xpo_node': 'DWD_Q206021', 'name': 'flight', 'description': 'process by which an object moves through an atmosphere or beyond it'}, 'event_confidence': 0.752373993396759}]}"
Book infiltrates wit.,implausible,1,"{'sen_id': 1528, 'sentence': 'Book infiltrates wit.', 'predicted_mentions': [{'sentence_offset': [5, 16], 'trigger_words': 'infiltrates', 'trigger_confidence': 0.9853399395942688, 'event_type': {'xpo_node': 'DWD_Q83058', 'name': 'electronic_spam', 'description': 'unsolicited electronic messages, especially advertisements'}, 'event_confidence': 0.709782063961029}]}"
Series receives criticism.,plausible,1,"{'sen_id': 1529, 'sentence': 'Series receives criticism.', 'predicted_mentions': [{'sentence_offset': [7, 15], 'trigger_words': 'receives', 'trigger_confidence': 0.980243444442749, 'event_type': {'xpo_node': 'DWD_Q83493081', 'name': 'reception', 'description': 'process of recovering a message, signal, or item that has been transmitted'}, 'event_confidence': 0.983972430229187}]}"
