event	original_label	abstractness_combination	rating	majority_multiclass	distribution_multiclass	majority_binary	distribution_binary
communism holds rent	implausible	a-c-m	[1, 1, 1, 2, 4, 5, 1, 1, 4]	unsure	[55.55555555555556, 11.11111111111111, 22.22222222222222, 11.11111111111111]	unsure	[33.33333333333333, 66.66666666666666]
community proves title	implausible	m-a-m	[4, 5, 5, 4, 2, 4, 4, 4, 4, 4, 5]	unsure	[0.0, 9.090909090909092, 63.63636363636363, 27.27272727272727]	1	[90.9090909090909, 9.090909090909092]
community resurrects encouragement	implausible	m-m-a	[4, 2, 4, 5, 5, 5, 2, 5]	unsure	[0.0, 25.0, 25.0, 50.0]	1	[75.0, 25.0]
community signifies portrayal	implausible	m-a-a	[5, 5, 4, 2, 5, 5, 5, 4, 4, 5]	unsure	[0.0, 10.0, 30.0, 60.0]	1	[90.0, 10.0]
compartment speaks point	implausible	m-c-m	[4, 1, 4, 2, 1, 5, 1, 2]	unsure	[37.5, 25.0, 25.0, 12.5]	unsure	[37.5, 62.5]
competency provides finger	implausible	a-m-c	[5, 2, 1, 4, 1, 4, 5, 4]	unsure	[25.0, 12.5, 37.5, 25.0]	unsure	[62.5, 37.5]
compiler gathers winter	implausible	a-m-m	[4, 5, 5, 2, 2, 5, 4, 1, 2, 2]	unsure	[10.0, 40.0, 20.0, 30.0]	unsure	[50.0, 50.0]
compiler violates power	implausible	a-a-a	[4, 4, 2, 4, 2, 4, 4, 4, 5, 4]	unsure	[0.0, 20.0, 70.0, 10.0]	1	[80.0, 20.0]
completion hones objection	implausible	a-m-a	[4, 1, 4, 4, 4, 5, 5, 4]	unsure	[12.5, 0.0, 62.5, 25.0]	1	[87.5, 12.5]
computer hurls opposition	implausible	c-c-a	[5, 2, 1, 2, 1, 5, 1, 2, 4]	unsure	[33.33333333333333, 33.33333333333333, 11.11111111111111, 22.22222222222222]	unsure	[33.33333333333333, 66.66666666666666]
concentration unravels invasion	implausible	a-m-m	[4, 4, 4, 2, 2, 4, 5, 4, 1]	unsure	[11.11111111111111, 22.22222222222222, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
concept certifies figurine	implausible	a-m-c	[5, 5, 5, 4, 1, 1, 2, 2, 4]	unsure	[22.22222222222222, 22.22222222222222, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
concerto blends team	implausible	m-c-m	[4, 4, 2, 4, 4, 1, 5, 5, 2]	unsure	[11.11111111111111, 22.22222222222222, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
concourse paves period	implausible	m-c-m	[4, 2, 1, 5, 4, 5, 4, 1, 5, 4]	unsure	[20.0, 10.0, 40.0, 30.0]	1	[70.0, 30.0]
condition evaluates crypt	implausible	a-a-c	[1, 1, 1, 4, 4, 4, 2, 2, 1]	unsure	[44.44444444444444, 22.22222222222222, 33.33333333333333, 0.0]	unsure	[33.33333333333333, 66.66666666666666]
conductivity saturates nation	implausible	a-c-m	[4, 1, 4, 4, 4, 1, 2, 1, 4]	unsure	[33.33333333333333, 11.11111111111111, 55.55555555555556, 0.0]	unsure	[55.55555555555556, 44.44444444444444]
conflict entails trousers	implausible	a-a-c	[4, 2, 1, 1, 1, 1, 2, 1, 1]	unsure	[66.66666666666666, 22.22222222222222, 11.11111111111111, 0.0]	0	[11.11111111111111, 88.88888888888889]
conscience considers hospitalization	implausible	a-a-m	[1, 1, 1, 2, 5, 2, 2, 2, 2]	unsure	[33.33333333333333, 55.55555555555556, 0.0, 11.11111111111111]	0	[11.11111111111111, 88.88888888888889]
conscience internalizes imagination	implausible	a-a-a	[1, 4, 5, 4, 5, 4, 5, 1, 4]	unsure	[22.22222222222222, 0.0, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
conscientiousness deports anniversary	implausible	a-c-m	[5, 1, 1, 4, 2, 2, 2, 1, 1, 5]	unsure	[40.0, 30.0, 10.0, 20.0]	0	[30.0, 70.0]
consciousness wraps takeoff	implausible	a-c-m	[4, 2, 2, 2, 1, 1, 4, 4]	unsure	[25.0, 37.5, 37.5, 0.0]	unsure	[37.5, 62.5]
conspiracy sings slaughter	implausible	a-c-m	[1, 4, 2, 5, 4, 4, 5, 4]	unsure	[12.5, 12.5, 50.0, 25.0]	1	[75.0, 25.0]
constancy leaves duration	implausible	a-m-a	[5, 1, 1, 5, 5, 2, 1, 5, 4]	unsure	[33.33333333333333, 11.11111111111111, 11.11111111111111, 44.44444444444444]	unsure	[55.55555555555556, 44.44444444444444]
contact participates cloth	implausible	m-m-c	[1, 2, 2, 2, 5, 4, 1, 2, 2]	unsure	[22.22222222222222, 55.55555555555556, 11.11111111111111, 11.11111111111111]	0	[22.22222222222222, 77.77777777777779]
contamination establishes medicine	implausible	a-a-c	[2, 2, 4, 2, 4, 4, 1, 1, 2, 5]	unsure	[20.0, 40.0, 30.0, 10.0]	unsure	[40.0, 60.0]
convent secretes energy	implausible	m-c-m	[1, 1, 1, 1, 1, 4, 5, 5, 5]	unsure	[55.55555555555556, 0.0, 11.11111111111111, 33.33333333333333]	unsure	[44.44444444444444, 55.55555555555556]
conversion reassess ultimatum	implausible	a-a-a	[5, 1, 4, 4, 5, 4, 5, 5, 1]	unsure	[22.22222222222222, 0.0, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
conversion ties highway	implausible	a-c-c	[1, 5, 2, 1, 4, 5, 2, 2]	unsure	[25.0, 37.5, 12.5, 25.0]	unsure	[37.5, 62.5]
cooperation overtakes divergence	implausible	a-m-a	[4, 5, 4, 4, 5, 5, 4, 5, 4]	unsure	[0.0, 0.0, 55.55555555555556, 44.44444444444444]	1	[100.0, 0.0]
copy inflates disbelief	implausible	m-c-a	[2, 1, 2, 5, 4, 4, 4, 5, 5, 2]	unsure	[10.0, 30.0, 30.0, 30.0]	unsure	[60.0, 40.0]
core evades overdraft	implausible	m-m-m	[1, 2, 5, 2, 4, 4, 1, 5, 1, 5]	unsure	[30.0, 20.0, 20.0, 30.0]	unsure	[50.0, 50.0]
corps reworks turban	implausible	m-m-c	[1, 5, 4, 4, 4, 1, 1, 1]	unsure	[50.0, 0.0, 37.5, 12.5]	unsure	[50.0, 50.0]
corruption becomes ruling	implausible	a-a-a	[4, 2, 4, 5, 5, 4, 4, 1, 5]	unsure	[11.11111111111111, 11.11111111111111, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
countess maximizes incentive	implausible	m-a-a	[4, 4, 5, 5, 4, 4, 4, 5]	unsure	[0.0, 0.0, 62.5, 37.5]	1	[100.0, 0.0]
countess regulates name	implausible	m-a-m	[5, 2, 5, 5, 4, 5, 5, 4]	unsure	[0.0, 12.5, 25.0, 62.5]	1	[87.5, 12.5]
couple finds cockroach	implausible	m-m-c	[5, 4, 4, 4, 1, 5, 5, 1, 4]	unsure	[22.22222222222222, 0.0, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
coupon subverts loyalty	implausible	c-a-a	[4, 1, 4, 4, 2, 4, 4, 1, 4]	unsure	[22.22222222222222, 11.11111111111111, 66.66666666666666, 0.0]	unsure	[66.66666666666666, 33.33333333333333]
courthouse elevates type	implausible	c-c-m	[5, 4, 4, 1, 2, 4, 4, 5, 4]	unsure	[11.11111111111111, 11.11111111111111, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
craft inaugurates title	implausible	m-m-m	[1, 1, 4, 1, 2, 4, 5, 1, 1, 2]	unsure	[50.0, 20.0, 20.0, 10.0]	0	[30.0, 70.0]
craftsman believes book	implausible	m-a-c	[1, 1, 1, 1, 1, 4, 4, 2]	unsure	[62.5, 12.5, 25.0, 0.0]	0	[25.0, 75.0]
crash reuses house	implausible	m-c-c	[4, 1, 1, 2, 1, 5, 5, 5, 2, 4]	unsure	[30.0, 20.0, 20.0, 30.0]	unsure	[50.0, 50.0]
credit shows grape	implausible	a-c-c	[4, 4, 1, 1, 2, 4, 4, 5]	unsure	[25.0, 12.5, 50.0, 12.5]	unsure	[62.5, 37.5]
creek persuades contraction	implausible	c-a-m	[4, 4, 1, 1, 2, 5, 5, 5, 2, 4]	unsure	[20.0, 20.0, 30.0, 30.0]	unsure	[60.0, 40.0]
crisis prohibits supporter	implausible	a-a-m	[4, 2, 5, 1, 4, 5, 4, 4]	unsure	[12.5, 12.5, 50.0, 25.0]	1	[75.0, 25.0]
criticism betrays moon	implausible	a-a-c	[1, 1, 1, 5, 2, 4, 4, 2, 4]	unsure	[33.33333333333333, 22.22222222222222, 33.33333333333333, 11.11111111111111]	unsure	[44.44444444444444, 55.55555555555556]
crusader loves poster	implausible	m-a-c	[4, 5, 4, 2, 5, 4, 5, 4, 2]	unsure	[0.0, 22.22222222222222, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
culture imitates simplicity	implausible	a-m-a	[4, 2, 5, 5, 2, 4, 5, 4, 4]	unsure	[0.0, 22.22222222222222, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
culture manages communism	implausible	a-a-a	[1, 5, 4, 4, 4, 5, 5, 5, 5, 4]	unsure	[10.0, 0.0, 40.0, 50.0]	1	[90.0, 10.0]
customer straddles warmth	implausible	m-c-m	[2, 5, 5, 4, 5, 4, 5, 1]	unsure	[12.5, 12.5, 25.0, 50.0]	1	[75.0, 25.0]
cylinder plucks sympathy	implausible	c-c-a	[4, 1, 5, 1, 5, 5, 1, 1, 4]	unsure	[44.44444444444444, 0.0, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
dam substantiates book	implausible	c-a-c	[5, 1, 1, 5, 5, 1, 4, 4]	unsure	[37.5, 0.0, 25.0, 37.5]	unsure	[62.5, 37.5]
daughter displaces community	implausible	c-m-m	[5, 4, 4, 5, 5, 4, 5, 5, 2]	unsure	[0.0, 11.11111111111111, 33.33333333333333, 55.55555555555556]	1	[88.88888888888889, 11.11111111111111]
daughter erases segmentation	implausible	c-c-m	[5, 4, 5, 5, 1, 2, 4, 2, 4]	unsure	[11.11111111111111, 22.22222222222222, 33.33333333333333, 33.33333333333333]	unsure	[66.66666666666666, 33.33333333333333]
daughter quantifies village	implausible	c-a-c	[2, 5, 5, 4, 4, 2, 2, 2, 4, 1]	unsure	[10.0, 40.0, 30.0, 20.0]	unsure	[50.0, 50.0]
day contributes physician	implausible	m-a-c	[2, 5, 5, 2, 5, 1, 4, 1, 4]	unsure	[22.22222222222222, 22.22222222222222, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
dealer puts soccer	implausible	m-m-c	[2, 5, 2, 4, 5, 1, 5, 4, 1]	unsure	[22.22222222222222, 22.22222222222222, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
debt brings name	implausible	a-m-m	[4, 5, 1, 4, 4, 1, 2, 4]	unsure	[25.0, 12.5, 50.0, 12.5]	unsure	[62.5, 37.5]
decentralization exposes perspective	implausible	a-c-a	[4, 5, 4, 4, 5, 5, 2, 4]	unsure	[0.0, 12.5, 50.0, 37.5]	1	[87.5, 12.5]
decision hurls negotiator	implausible	a-c-m	[1, 5, 4, 1, 5, 4, 4, 2]	unsure	[25.0, 12.5, 37.5, 25.0]	unsure	[62.5, 37.5]
decision instructs patriotism	implausible	a-m-a	[2, 5, 4, 4, 1, 5, 4, 2, 2, 4]	unsure	[10.0, 30.0, 40.0, 20.0]	unsure	[60.0, 40.0]
deck inserts restaurant	implausible	c-m-c	[1, 1, 5, 4, 1, 4, 5, 5, 4]	unsure	[33.33333333333333, 0.0, 33.33333333333333, 33.33333333333333]	unsure	[66.66666666666666, 33.33333333333333]
declaration visits shell	implausible	a-c-c	[2, 4, 1, 1, 4, 2, 2, 2]	unsure	[25.0, 50.0, 25.0, 0.0]	0	[25.0, 75.0]
decoder dismantles puppy	implausible	m-c-c	[1, 2, 1, 2, 5, 1, 1, 1, 4, 1]	unsure	[60.0, 20.0, 10.0, 10.0]	0	[20.0, 80.0]
demise assimilates wall	implausible	a-a-c	[1, 4, 5, 4, 2, 1, 2, 2]	unsure	[25.0, 37.5, 25.0, 12.5]	unsure	[37.5, 62.5]
demonstrator forges exposure	implausible	m-c-a	[1, 1, 5, 5, 1, 5, 2, 2]	unsure	[37.5, 25.0, 0.0, 37.5]	unsure	[37.5, 62.5]
dentist weighs attention	implausible	c-c-a	[4, 4, 4, 5, 5, 5, 4, 1, 5]	unsure	[11.11111111111111, 0.0, 44.44444444444444, 44.44444444444444]	1	[88.88888888888889, 11.11111111111111]
derailment sells integration	implausible	a-c-a	[5, 5, 2, 4, 1, 4, 1, 2]	unsure	[25.0, 25.0, 25.0, 25.0]	unsure	[50.0, 50.0]
descendant lays territory	implausible	m-c-m	[4, 5, 4, 4, 2, 4, 2, 5, 2]	unsure	[0.0, 33.33333333333333, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
description overestimates crispness	implausible	a-a-m	[4, 4, 5, 1, 4, 4, 1, 4, 5, 5]	unsure	[20.0, 0.0, 50.0, 30.0]	1	[80.0, 20.0]
description reevaluates job	implausible	a-a-m	[5, 5, 4, 4, 5, 4, 4, 4, 5]	unsure	[0.0, 0.0, 55.55555555555556, 44.44444444444444]	1	[100.0, 0.0]
desensitization demolishes farmhouse	implausible	a-c-c	[4, 4, 1, 2, 4, 5, 4, 1, 4, 4]	unsure	[20.0, 10.0, 60.0, 10.0]	1	[70.0, 30.0]
desire tosses alcohol	implausible	a-c-c	[1, 4, 4, 1, 2, 4, 4, 5, 4, 4]	unsure	[20.0, 10.0, 60.0, 10.0]	1	[70.0, 30.0]
determination underlines experiment	implausible	a-c-m	[4, 5, 4, 4, 5, 5, 5, 4]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
development flees office	implausible	a-c-c	[4, 4, 4, 4, 4, 1, 1, 2, 1, 2]	unsure	[30.0, 20.0, 50.0, 0.0]	unsure	[50.0, 50.0]
dialect secretes jealousy	implausible	a-c-a	[4, 4, 2, 4, 1, 4, 1, 4, 2]	unsure	[22.22222222222222, 22.22222222222222, 55.55555555555556, 0.0]	unsure	[55.55555555555556, 44.44444444444444]
diamond suspends basis	implausible	c-m-a	[1, 5, 1, 4, 2, 5, 2, 4]	unsure	[25.0, 25.0, 25.0, 25.0]	unsure	[50.0, 50.0]
difference hears mule	implausible	a-c-c	[4, 1, 2, 5, 2, 5, 1, 1, 1, 1]	unsure	[50.0, 20.0, 10.0, 20.0]	0	[30.0, 70.0]
difference starts designation	implausible	a-m-a	[5, 4, 4, 4, 4, 4, 1, 4]	unsure	[12.5, 0.0, 75.0, 12.5]	1	[87.5, 12.5]
digitization demolishes man	implausible	a-c-c	[5, 4, 4, 4, 4, 1, 4, 5]	unsure	[12.5, 0.0, 62.5, 25.0]	1	[87.5, 12.5]
dimension halts unemployment	implausible	a-c-m	[4, 4, 1, 4, 2, 2, 5, 2]	unsure	[12.5, 37.5, 37.5, 12.5]	unsure	[50.0, 50.0]
diner receives supply	implausible	c-m-m	[5, 5, 4, 4, 1, 2, 5, 5]	unsure	[12.5, 12.5, 25.0, 50.0]	1	[75.0, 25.0]
dingo reschedules way	implausible	c-m-a	[2, 2, 5, 4, 4, 1, 1, 2]	unsure	[25.0, 37.5, 25.0, 12.5]	unsure	[37.5, 62.5]
diplomacy provides omission	implausible	a-m-a	[5, 5, 4, 2, 4, 1, 4, 4, 5, 5]	unsure	[10.0, 10.0, 40.0, 40.0]	1	[80.0, 20.0]
diplomacy threatens tile	implausible	a-m-c	[5, 4, 4, 2, 4, 5, 4, 2]	unsure	[0.0, 25.0, 50.0, 25.0]	1	[75.0, 25.0]
director enriches excellence	implausible	m-a-a	[5, 4, 1, 4, 4, 4, 4, 4, 5]	unsure	[11.11111111111111, 0.0, 66.66666666666666, 22.22222222222222]	1	[88.88888888888889, 11.11111111111111]
director internalizes training	implausible	m-a-m	[1, 4, 5, 4, 5, 1, 2, 1, 4, 2]	unsure	[30.0, 20.0, 30.0, 20.0]	unsure	[50.0, 50.0]
dish suspends interplay	implausible	c-m-a	[4, 2, 4, 2, 2, 5, 1, 2, 4, 5]	unsure	[10.0, 40.0, 30.0, 20.0]	unsure	[50.0, 50.0]
dish tolerates cinnamon	implausible	c-a-c	[4, 1, 4, 4, 2, 5, 2, 5, 5]	unsure	[11.11111111111111, 22.22222222222222, 33.33333333333333, 33.33333333333333]	unsure	[66.66666666666666, 33.33333333333333]
dismissal advises film	implausible	a-a-c	[1, 5, 5, 4, 1, 4, 5, 4, 5, 5]	unsure	[20.0, 0.0, 30.0, 50.0]	1	[80.0, 20.0]
dissolution falls attention	implausible	a-c-a	[5, 4, 1, 5, 4, 1, 4, 4, 1]	unsure	[33.33333333333333, 0.0, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
documentary holds cod	implausible	m-c-c	[5, 4, 5, 1, 5, 2, 2, 5, 1, 4]	unsure	[20.0, 20.0, 20.0, 40.0]	unsure	[60.0, 40.0]
documentary implies tongue	implausible	m-a-c	[1, 1, 5, 4, 2, 5, 5, 1, 5]	unsure	[33.33333333333333, 11.11111111111111, 11.11111111111111, 44.44444444444444]	unsure	[55.55555555555556, 44.44444444444444]
documentation becomes reunion	implausible	m-a-m	[5, 1, 4, 4, 1, 4, 1, 1, 2]	unsure	[44.44444444444444, 11.11111111111111, 33.33333333333333, 11.11111111111111]	unsure	[44.44444444444444, 55.55555555555556]
dollar receives sheet	implausible	c-m-c	[4, 5, 4, 1, 5, 1, 4, 1, 4, 4]	unsure	[30.0, 0.0, 50.0, 20.0]	1	[70.0, 30.0]
dolphin conducts professionalism	implausible	c-a-a	[1, 4, 1, 1, 2, 1, 1, 2, 4]	unsure	[55.55555555555556, 22.22222222222222, 22.22222222222222, 0.0]	0	[22.22222222222222, 77.77777777777779]
doorway categorizes theater	implausible	c-m-c	[5, 5, 4, 1, 4, 2, 4, 5, 5, 2, 5, 4]	unsure	[8.333333333333332, 16.666666666666664, 33.33333333333333, 41.66666666666667]	1	[75.0, 25.0]
doughboy postdates seafarer	implausible	m-m-m	[2, 2, 2, 2, 4, 4, 5, 1]	unsure	[12.5, 50.0, 25.0, 12.5]	unsure	[37.5, 62.5]
downside disagrees seat	implausible	a-m-c	[5, 4, 5, 5, 1, 1, 1, 4]	unsure	[37.5, 0.0, 25.0, 37.5]	unsure	[62.5, 37.5]
dualism annoys opinion	implausible	a-a-a	[1, 5, 5, 5, 4, 5, 2, 4]	unsure	[12.5, 12.5, 25.0, 50.0]	1	[75.0, 25.0]
duck rehabilitates quality	implausible	c-a-a	[2, 2, 4, 4, 2, 4, 1, 2, 1]	unsure	[22.22222222222222, 44.44444444444444, 33.33333333333333, 0.0]	unsure	[33.33333333333333, 66.66666666666666]
duck rotates horse	implausible	c-c-c	[1, 1, 4, 1, 1, 4, 5, 1, 1]	unsure	[66.66666666666666, 0.0, 22.22222222222222, 11.11111111111111]	unsure	[33.33333333333333, 66.66666666666666]
dummy pollinates conviction	implausible	m-c-a	[4, 1, 4, 4, 2, 5, 4, 1, 4]	unsure	[22.22222222222222, 11.11111111111111, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
duo attracts nectar	implausible	m-m-c	[1, 1, 4, 5, 2, 5, 4, 5]	unsure	[25.0, 12.5, 25.0, 37.5]	unsure	[62.5, 37.5]
earth expands trigonometry	implausible	c-c-m	[2, 1, 2, 5, 2, 5, 1, 1]	unsure	[37.5, 37.5, 0.0, 25.0]	0	[25.0, 75.0]
earthquake regurgitates reserve	implausible	m-c-a	[2, 4, 1, 1, 4, 2, 4, 4, 1, 2]	unsure	[30.0, 30.0, 40.0, 0.0]	unsure	[40.0, 60.0]
ecology incurs building	implausible	a-a-c	[2, 4, 1, 5, 5, 4, 2, 1, 4]	unsure	[22.22222222222222, 22.22222222222222, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
economy bounces judge	implausible	a-c-m	[4, 2, 1, 1, 5, 5, 2, 5, 1, 2]	unsure	[30.0, 30.0, 10.0, 30.0]	unsure	[40.0, 60.0]
effect remarries connectivity	implausible	a-m-a	[1, 4, 4, 1, 4, 1, 5, 1]	unsure	[50.0, 0.0, 37.5, 12.5]	unsure	[50.0, 50.0]
efficiency includes prospect	implausible	a-m-a	[4, 4, 4, 1, 1, 5, 4, 2, 4]	unsure	[22.22222222222222, 11.11111111111111, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
effort magnifies elevator	implausible	a-c-c	[5, 4, 4, 5, 5, 1, 1, 5]	unsure	[25.0, 0.0, 25.0, 50.0]	1	[75.0, 25.0]
elevator includes comrade	implausible	c-m-m	[2, 2, 1, 2, 5, 4, 2, 4]	unsure	[12.5, 50.0, 25.0, 12.5]	unsure	[37.5, 62.5]
eminence corroborates area	implausible	a-a-m	[5, 5, 4, 2, 1, 5, 4, 2, 5]	unsure	[11.11111111111111, 22.22222222222222, 22.22222222222222, 44.44444444444444]	unsure	[66.66666666666666, 33.33333333333333]
enchanter laments mobility	implausible	a-a-a	[5, 2, 5, 2, 5, 2, 5, 5]	unsure	[0.0, 37.5, 0.0, 62.5]	unsure	[62.5, 37.5]
encouragement excites way	implausible	a-a-a	[4, 5, 1, 5, 5, 1, 4, 1]	unsure	[37.5, 0.0, 25.0, 37.5]	unsure	[62.5, 37.5]
encouragement slips repertoire	implausible	a-c-a	[1, 2, 2, 4, 4, 1, 4, 5, 2]	unsure	[22.22222222222222, 33.33333333333333, 33.33333333333333, 11.11111111111111]	unsure	[44.44444444444444, 55.55555555555556]
engine harasses oil	implausible	c-m-c	[1, 4, 2, 4, 4, 4, 2, 4, 1, 4]	unsure	[20.0, 20.0, 60.0, 0.0]	unsure	[60.0, 40.0]
engineer competes baboon	implausible	c-m-c	[2, 1, 5, 4, 5, 1, 1, 4]	unsure	[37.5, 12.5, 25.0, 25.0]	unsure	[50.0, 50.0]
ensemble secures knee	implausible	m-m-c	[1, 2, 4, 1, 1, 1, 4, 4, 4, 2]	unsure	[40.0, 20.0, 40.0, 0.0]	unsure	[40.0, 60.0]
enterprise asks oak	implausible	a-m-c	[2, 5, 5, 1, 1, 1, 1, 4, 1, 5]	unsure	[50.0, 10.0, 10.0, 30.0]	unsure	[40.0, 60.0]
era withholds expertise	implausible	a-m-a	[1, 4, 4, 2, 5, 2, 5, 5]	unsure	[12.5, 25.0, 25.0, 37.5]	unsure	[62.5, 37.5]
escalation correlates knowledge	implausible	a-a-a	[1, 5, 2, 5, 4, 2, 2, 2, 4]	unsure	[11.11111111111111, 44.44444444444444, 22.22222222222222, 22.22222222222222]	unsure	[44.44444444444444, 55.55555555555556]
event diagnoses soccer	implausible	a-a-c	[2, 4, 4, 1, 5, 5, 5, 5]	unsure	[12.5, 12.5, 25.0, 50.0]	1	[75.0, 25.0]
event shakes flesh	implausible	a-c-c	[1, 5, 4, 5, 5, 4, 1, 5]	unsure	[25.0, 0.0, 25.0, 50.0]	1	[75.0, 25.0]
evidence observes spinner	implausible	m-m-m	[4, 2, 5, 4, 4, 4, 1, 2, 1]	unsure	[22.22222222222222, 22.22222222222222, 44.44444444444444, 11.11111111111111]	unsure	[55.55555555555556, 44.44444444444444]
evidence tackles divergence	implausible	m-c-a	[2, 4, 4, 4, 4, 5, 4, 4]	unsure	[0.0, 12.5, 75.0, 12.5]	1	[87.5, 12.5]
exception includes health	implausible	a-m-a	[4, 5, 5, 4, 5, 1, 1, 5]	unsure	[25.0, 0.0, 25.0, 50.0]	1	[75.0, 25.0]
exercise unites garden	implausible	m-m-c	[5, 4, 4, 5, 4, 1, 4, 5, 1, 5]	unsure	[20.0, 0.0, 40.0, 40.0]	1	[80.0, 20.0]
exhortation corroborates depletion	implausible	a-a-a	[4, 2, 5, 5, 4, 1, 1, 2, 4, 4]	unsure	[20.0, 20.0, 40.0, 20.0]	unsure	[60.0, 40.0]
exit publicizes war	implausible	m-a-m	[4, 4, 2, 5, 5, 5, 1, 4, 4]	unsure	[11.11111111111111, 11.11111111111111, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
experience streamlines ignorance	implausible	a-m-a	[5, 5, 4, 4, 4, 4, 2, 5]	unsure	[0.0, 12.5, 50.0, 37.5]	1	[87.5, 12.5]
experimenter participates collision	implausible	m-m-m	[5, 4, 1, 4, 1, 4, 4, 1, 4]	unsure	[33.33333333333333, 0.0, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
experimenter undertakes agreement	implausible	m-a-a	[4, 5, 4, 5, 4, 5, 4, 5, 4]	unsure	[0.0, 0.0, 55.55555555555556, 44.44444444444444]	1	[100.0, 0.0]
expression hangs panorama	implausible	a-c-m	[2, 4, 5, 4, 5, 4, 2, 1, 4, 4, 1]	unsure	[18.181818181818183, 18.181818181818183, 45.45454545454545, 18.181818181818183]	unsure	[63.63636363636363, 36.36363636363637]
expressway decreases finalist	implausible	m-m-m	[1, 4, 2, 5, 4, 1, 4, 5]	unsure	[25.0, 12.5, 37.5, 25.0]	unsure	[62.5, 37.5]
expressway starts season	implausible	m-m-m	[4, 4, 5, 1, 4, 2, 4, 4, 1, 4]	unsure	[20.0, 10.0, 60.0, 10.0]	1	[70.0, 30.0]
extradition ties acclaim	implausible	a-c-a	[5, 4, 4, 5, 1, 2, 2, 4, 2]	unsure	[11.11111111111111, 33.33333333333333, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
eye listens uniform	implausible	c-c-c	[4, 5, 2, 5, 4, 5, 4, 2]	unsure	[0.0, 25.0, 37.5, 37.5]	1	[75.0, 25.0]
facelift works sermon	implausible	m-c-m	[5, 2, 4, 5, 5, 2, 2, 5]	unsure	[0.0, 37.5, 12.5, 50.0]	unsure	[62.5, 37.5]
faculty establishes slavery	implausible	m-a-m	[5, 4, 5, 5, 4, 2, 1, 4, 4, 4]	unsure	[10.0, 10.0, 50.0, 30.0]	1	[80.0, 20.0]
faculty inherits knee	implausible	m-a-c	[4, 2, 5, 4, 1, 4, 5, 4, 1]	unsure	[22.22222222222222, 11.11111111111111, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
falsification construes mall	implausible	a-a-c	[2, 4, 5, 5, 2, 2, 4, 4, 2]	unsure	[0.0, 44.44444444444444, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
famine exposes metaphor	implausible	m-c-a	[4, 1, 4, 1, 4, 5, 4, 4, 4]	unsure	[22.22222222222222, 0.0, 66.66666666666666, 11.11111111111111]	1	[77.77777777777779, 22.22222222222222]
fantail fits skill	implausible	m-m-a	[4, 2, 5, 5, 1, 1, 4, 5]	unsure	[25.0, 12.5, 25.0, 37.5]	unsure	[62.5, 37.5]
fellowship binds furnace	implausible	a-c-c	[2, 4, 4, 4, 4, 1, 1, 2, 4, 1]	unsure	[30.0, 20.0, 50.0, 0.0]	unsure	[50.0, 50.0]
fence reaffirms question	implausible	c-a-m	[4, 2, 4, 2, 4, 5, 1, 4]	unsure	[12.5, 25.0, 50.0, 12.5]	unsure	[62.5, 37.5]
filer misconstrues bay	implausible	m-a-c	[4, 5, 1, 4, 4, 1, 4, 2, 1, 1]	unsure	[40.0, 10.0, 40.0, 10.0]	unsure	[50.0, 50.0]
film mentions pocket	implausible	c-m-c	[4, 1, 1, 1, 4, 1, 5, 5, 5, 2]	unsure	[40.0, 10.0, 20.0, 30.0]	unsure	[50.0, 50.0]
