text,original_label,label,event_type,subject_types,object_types
Film runs way.,plausible,1,"{'sen_id': 1595, 'sentence': 'Film runs way.', 'predicted_mentions': []}","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q11424', 'wd_label': 'film', 'description': 'sequence of images that give the impression of movement, stored on film stock'}]","[{'wd_qid': 'Q61509', 'wd_label': 'travel', 'description': 'movement of people between geographical locations'}, {'wd_qid': 'Q2151613', 'wd_label': 'direction', 'description': 'information contained in the relative position of one point of space with respect to another, disregarding distance'}]"
Assembly leaves fringe.,implausible,1,"{'sen_id': 1596, 'sentence': 'Assembly leaves fringe.', 'predicted_mentions': []}","[{'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q1752346', 'wd_label': 'assembly', 'description': 'organization that uses parliamentary procedure to make decisions'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q11500', 'wd_label': 'area', 'description': 'quantity that expresses the extent of a two-dimensional surface or shape, or planar lamina, in the plane'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}]"
Device reverses polarity.,plausible,1,"{'sen_id': 1597, 'sentence': 'Device reverses polarity.', 'predicted_mentions': [{'sentence_offset': [7, 15], 'trigger_words': 'reverses', 'trigger_confidence': 0.9701537489891052, 'event_type': {'xpo_node': 'DWD_Q908691', 'name': 'reversible_process', 'description': 'process which can be ""reversed"" by changing some parameter of it/system'}, 'event_confidence': 0.9339098334312439}]}","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q11019', 'wd_label': 'machine', 'description': 'tool containing one or more parts that uses energy to perform an intended action'}]","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}]"
Sister sells part.,plausible,1,"{'sen_id': 1598, 'sentence': 'Sister sells part.', 'predicted_mentions': [{'sentence_offset': [7, 12], 'trigger_words': 'sells', 'trigger_confidence': 0.9782817959785461, 'event_type': {'xpo_node': 'DWD_Q194189', 'name': 'sales', 'description': 'act of selling a product or service in return for money or other compensation'}, 'event_confidence': 0.992233395576477}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q43845', 'wd_label': 'businessperson', 'description': 'person involved in activities for the purpose of generating revenue'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q783794', 'wd_label': 'company', 'description': 'legal entity representing an association of people, whether natural, legal or a mixture of both, with a specific objective'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q153126', 'wd_label': 'part', 'description': 'dividing line of the scalp formed by combing the hair in opposite directions'}]"
Club develops reputation.,plausible,1,"{'sen_id': 1599, 'sentence': 'Club develops reputation.', 'predicted_mentions': [{'sentence_offset': [5, 13], 'trigger_words': 'develops', 'trigger_confidence': 0.9726734161376953, 'event_type': {'xpo_node': 'DWD_Q27908081', 'name': 'development', 'description': 'personal change in children and adults'}, 'event_confidence': 0.9248619675636292}]}","[{'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q178706', 'wd_label': 'institution', 'description': 'structure or mechanism of social order and cooperation governing the behaviour of a set of individuals within a given community'}, {'wd_qid': 'Q988108', 'wd_label': 'club', 'description': 'association of people united by a common interest or goal'}, {'wd_qid': 'Q744745', 'wd_label': 'association', 'description': 'syntaxonomic rank'}, {'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q1103285', 'wd_label': 'clubhouse', 'description': 'building of a club'}]",[]
Leader assumes office.,plausible,1,"{'sen_id': 1600, 'sentence': 'Leader assumes office.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q1251441', 'wd_label': 'leader', 'description': 'someone with the authority to affect the conduct of others; who have the responsibility of leading'}, {'wd_qid': 'Q82955', 'wd_label': 'politician', 'description': 'person involved in politics; person who holds or seeks positions in government'}, {'wd_qid': 'Q599151', 'wd_label': 'official', 'description': 'someone who holds a government office'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q48352', 'wd_label': 'head of state', 'description': 'official who holds the highest-ranked executive position in a sovereign state'}, {'wd_qid': 'Q358832', 'wd_label': 'administrator', 'description': 'Catholic Church administrator'}]","[{'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q192581', 'wd_label': 'job', 'description': 'activity done by a person to earn money'}, {'wd_qid': 'Q4164871', 'wd_label': 'position', 'description': 'social role with a set of powers and responsibilities within a private or public organization or the state'}, {'wd_qid': 'Q182060', 'wd_label': 'office', 'description': 'room where people perform office work'}]"
Usage means servant.,plausible,0,"{'sen_id': 1601, 'sentence': 'Usage means servant.', 'predicted_mentions': [{'sentence_offset': [0, 5], 'trigger_words': 'Usage', 'trigger_confidence': 0.5145623087882996, 'event_type': {'xpo_node': 'DWD_Q1724915', 'name': 'use', 'description': 'use of a resource to perform a task'}, 'event_confidence': 0.9875531196594238}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}]","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q327055', 'wd_label': 'worker', 'description': 'person who works'}, {'wd_qid': 'Q703534', 'wd_label': 'employee', 'description': 'person who works for an employer'}]"
Optician deduces limitation.,implausible,1,"{'sen_id': 1602, 'sentence': 'Optician deduces limitation.', 'predicted_mentions': [{'sentence_offset': [17, 27], 'trigger_words': 'limitation', 'trigger_confidence': 0.5977550745010376, 'event_type': {'xpo_node': 'DWD_Q7692348', 'name': 'technical_limitation', 'description': 'undesired limitation of the utility of a technology due to trade-offs in its technical design'}, 'event_confidence': 0.9428403377532959}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q381160', 'wd_label': 'expert', 'description': 'person with broad and profound competence in a particular field'}, {'wd_qid': 'Q702269', 'wd_label': 'professional', 'description': 'person who is paid to undertake a specialized set of tasks and to complete them for a fee'}, {'wd_qid': 'Q901', 'wd_label': 'scientist', 'description': 'person who conducts scientific research into an area of interest'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}]","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q177239', 'wd_label': 'limit', 'description': 'value that a function or sequence ""approaches"" as the input or index approaches some value'}]"
Purpose conducts voltage.,plausible,1,"{'sen_id': 1603, 'sentence': 'Purpose conducts voltage.', 'predicted_mentions': [{'sentence_offset': [8, 16], 'trigger_words': 'conducts', 'trigger_confidence': 0.8739836812019348, 'event_type': {'xpo_node': 'DWD_Q106803732', 'name': 'conduct', 'description': 'manner of behaving'}, 'event_confidence': 0.9259507060050964}]}","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q11379', 'wd_label': 'energy', 'description': 'measure for the ability of a system to do work'}]"
Diffusion overtakes materialism.,implausible,1,"{'sen_id': 1604, 'sentence': 'Diffusion overtakes materialism.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Diffusion', 'trigger_confidence': 0.787185549736023, 'event_type': {'xpo_node': 'DWD_Q7181', 'name': 'globalisation', 'description': 'process of international integration arising from world views, products, ideas, and other aspects of culture'}, 'event_confidence': 0.9759287238121033}]}","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}]"
Branch travels realization.,implausible,0,"{'sen_id': 1605, 'sentence': 'Branch travels realization.', 'predicted_mentions': [{'sentence_offset': [7, 14], 'trigger_words': 'travels', 'trigger_confidence': 0.9340567588806152, 'event_type': {'xpo_node': 'DWD_Q61509', 'name': 'travel', 'description': 'movement of people between geographical locations'}, 'event_confidence': 0.9543793797492981}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q327055', 'wd_label': 'worker', 'description': 'person who works'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q22813352', 'wd_label': 'traveler', 'description': 'person who travels or makes voyages'}]","[{'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q20665666', 'wd_label': 'conclusion', 'description': 'the proposition arrived at by logical reasoning'}, {'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}]"
Clutch robs superiority.,implausible,0,"{'sen_id': 1606, 'sentence': 'Clutch robs superiority.', 'predicted_mentions': [{'sentence_offset': [7, 11], 'trigger_words': 'robs', 'trigger_confidence': 0.8524284958839417, 'event_type': {'xpo_node': 'DWD_Q53706', 'name': 'robbery', 'description': 'taking or attempting to take something of value by force or threat of force or by putting the victim in fear'}, 'event_confidence': 0.94278484582901}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q2159907', 'wd_label': 'criminal', 'description': 'person who has committed a crime'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
